embedding	source	sample	reproductive_state	component_1	component_2
procrustes_aligned_separate_pca	Published	Fe_At_O_6	Abdominal Tip	-0.010857463683258805	-0.05328551316270353
procrustes_aligned_separate_pca	Published	Fe_At_O_7	Abdominal Tip	-0.04293318415179055	-0.03904455692663798
procrustes_aligned_separate_pca	Published	Fe_At_SF_1	Abdominal Tip	-0.06394122655210019	-0.04572642577168775
procrustes_aligned_separate_pca	Published	Fe_At_SF_2	Abdominal Tip	-0.06230776319450155	-0.04451665813353571
procrustes_aligned_separate_pca	Published	Fe_At_SF_3	Abdominal Tip	-0.06396608409468449	-0.04413109470183036
procrustes_aligned_separate_pca	Published	Fe_Br_BF_1	Brain	0.07529836796957876	0.07171257365714083
procrustes_aligned_separate_pca	Published	Fe_Br_BF_2	Brain	0.07755960654109968	0.07858144761264342
procrustes_aligned_separate_pca	Published	Fe_Br_BF_3	Brain	0.10091893839671581	0.08812569089339425
procrustes_aligned_separate_pca	Published	Fe_Br_BF_4	Brain	0.09344584506319743	0.08325652530632958
procrustes_aligned_separate_pca	Published	Fe_Br_O_1	Brain	0.0858751904369838	0.08018262332028582
procrustes_aligned_separate_pca	Published	Fe_Br_O_2	Brain	0.07503388946988593	0.07675493322122476
procrustes_aligned_separate_pca	Published	Fe_Br_O_3	Brain	0.09880552204672793	0.08609914209989755
procrustes_aligned_separate_pca	Published	Fe_Br_O_4	Brain	0.10187879532024395	0.08462628926432438
procrustes_aligned_separate_pca	Published	Fe_Br_SF_1	Brain	0.09397066148156416	0.08481021873889759
procrustes_aligned_separate_pca	Published	Fe_Br_SF_4	Brain	0.0979617150502161	0.08354681558756913
procrustes_aligned_separate_pca	Published	Fe_Br_SF_5	Brain	0.07309351799697993	0.0752515178233205
procrustes_aligned_separate_pca	Published	Fe_Br_SF_6	Brain	0.07368692243016876	0.07722079662061193
procrustes_aligned_separate_pca	Published	Fe_Br_SF_7	Brain	0.10298855772645378	0.09104696096041182
procrustes_aligned_separate_pca	Published	Fe_Br_SF_8	Brain	0.08979105970861814	0.08101285711674393
procrustes_aligned_separate_pca	Published	Fe_FL_O_1	Forelegs	-0.04902799876232255	-0.016040594359188313
procrustes_aligned_separate_pca	Published	Fe_FL_O_2	Forelegs	-0.05245292796848327	-0.011840796612787152
procrustes_aligned_separate_pca	Published	Fe_FL_O_3	Forelegs	-0.0501330154708627	-0.013455472289633025
procrustes_aligned_separate_pca	Published	Fe_FL_O_4	Forelegs	-0.059204514949968166	-0.014653834912945663
procrustes_aligned_separate_pca	Published	Fe_FL_O_5	Forelegs	-0.06194694315323113	-0.01587718559586507
procrustes_aligned_separate_pca	Published	Fe_FL_O_6	Forelegs	-0.062144890631720254	-0.01929090163632725
procrustes_aligned_separate_pca	Published	Fe_FL_O_7	Forelegs	-0.06703371166119841	-0.02099108977480206
procrustes_aligned_separate_pca	Published	Fe_FL_SF_1	Forelegs	-0.05229451145523952	-0.014250061196695158
procrustes_aligned_separate_pca	Published	Fe_FL_SF_2	Forelegs	-0.047625943511371616	-0.012055314893210064
procrustes_aligned_separate_pca	Published	Fe_FL_SF_3	Forelegs	-0.07230035287306848	-0.021128374923524165
procrustes_aligned_separate_pca	Published	Fe_HL_BF_1	Hindlegs	-0.06924930713162834	-0.014208519267883662
