contrast_id	dataset_key	variable	reference	target	result_file	method
Ma_HL_vs_Ma_FL	atlas	condition	Ma_FL	Ma_HL	DE_Ma_HL_vs_Ma_FL.tsv.gz	DESeq2
Ma_ML_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Ma_ML	DE_Ma_ML_vs_Fe_An_BF.tsv.gz	DESeq2
Ma_ML_vs_Fe_An_O	atlas	condition	Fe_An_O	Ma_ML	DE_Ma_ML_vs_Fe_An_O.tsv.gz	DESeq2
Ma_ML_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Ma_ML	DE_Ma_ML_vs_Fe_An_SF.tsv.gz	DESeq2
Ma_ML_vs_Fe_At_O	atlas	condition	Fe_At_O	Ma_ML	DE_Ma_ML_vs_Fe_At_O.tsv.gz	DESeq2
Ma_ML_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Ma_ML	DE_Ma_ML_vs_Fe_At_SF.tsv.gz	DESeq2
Ma_ML_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Ma_ML	DE_Ma_ML_vs_Fe_Br_BF.tsv.gz	DESeq2
Ma_ML_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Ma_ML	DE_Ma_ML_vs_Fe_Br_O.tsv.gz	DESeq2
Ma_ML_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Ma_ML	DE_Ma_ML_vs_Fe_Br_SF.tsv.gz	DESeq2
Ma_ML_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Ma_ML	DE_Ma_ML_vs_Fe_FL_O.tsv.gz	DESeq2
Ma_ML_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Ma_ML	DE_Ma_ML_vs_Fe_FL_SF.tsv.gz	DESeq2
Ma_ML_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Ma_ML	DE_Ma_ML_vs_Fe_HL_BF.tsv.gz	DESeq2
Ma_ML_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Ma_ML	DE_Ma_ML_vs_Fe_HL_O.tsv.gz	DESeq2
Ma_ML_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Ma_ML	DE_Ma_ML_vs_Fe_HL_SF.tsv.gz	DESeq2
Ma_ML_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Ma_ML	DE_Ma_ML_vs_Fe_ML_O.tsv.gz	DESeq2
Ma_ML_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Ma_ML	DE_Ma_ML_vs_Fe_ML_SF.tsv.gz	DESeq2
Ma_ML_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Ma_ML	DE_Ma_ML_vs_Fe_Os_SF.tsv.gz	DESeq2
Ma_ML_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Ma_ML	DE_Ma_ML_vs_Fe_Ov_O.tsv.gz	DESeq2
Ma_ML_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Ma_ML	DE_Ma_ML_vs_Fe_Ov_SF.tsv.gz	DESeq2
Ma_ML_vs_Fe_Pa_SF	atlas	condition	Fe_Pa_SF	Ma_ML	DE_Ma_ML_vs_Fe_Pa_SF.tsv.gz	DESeq2
Ma_ML_vs_Fe_Rs_BF	atlas	condition	Fe_Rs_BF	Ma_ML	DE_Ma_ML_vs_Fe_Rs_BF.tsv.gz	DESeq2
Ma_ML_vs_Fe_Rs_SF	atlas	condition	Fe_Rs_SF	Ma_ML	DE_Ma_ML_vs_Fe_Rs_SF.tsv.gz	DESeq2
Ma_ML_vs_Ma_An	atlas	condition	Ma_An	Ma_ML	DE_Ma_ML_vs_Ma_An.tsv.gz	DESeq2
Ma_ML_vs_Ma_At	atlas	condition	Ma_At	Ma_ML	DE_Ma_ML_vs_Ma_At.tsv.gz	DESeq2
Ma_ML_vs_Ma_Br	atlas	condition	Ma_Br	Ma_ML	DE_Ma_ML_vs_Ma_Br.tsv.gz	DESeq2
Ma_ML_vs_Ma_FL	atlas	condition	Ma_FL	Ma_ML	DE_Ma_ML_vs_Ma_FL.tsv.gz	DESeq2
Ma_ML_vs_Ma_HL	atlas	condition	Ma_HL	Ma_ML	DE_Ma_ML_vs_Ma_HL.tsv.gz	DESeq2
Ma_Rs_vs_Fe_An_BF	atlas	condition	Fe_An_BF	Ma_Rs	DE_Ma_Rs_vs_Fe_An_BF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_An_O	atlas	condition	Fe_An_O	Ma_Rs	DE_Ma_Rs_vs_Fe_An_O.tsv.gz	DESeq2
Ma_Rs_vs_Fe_An_SF	atlas	condition	Fe_An_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_An_SF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_At_O	atlas	condition	Fe_At_O	Ma_Rs	DE_Ma_Rs_vs_Fe_At_O.tsv.gz	DESeq2
Ma_Rs_vs_Fe_At_SF	atlas	condition	Fe_At_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_At_SF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_Br_BF	atlas	condition	Fe_Br_BF	Ma_Rs	DE_Ma_Rs_vs_Fe_Br_BF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_Br_O	atlas	condition	Fe_Br_O	Ma_Rs	DE_Ma_Rs_vs_Fe_Br_O.tsv.gz	DESeq2
Ma_Rs_vs_Fe_Br_SF	atlas	condition	Fe_Br_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_Br_SF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_FL_O	atlas	condition	Fe_FL_O	Ma_Rs	DE_Ma_Rs_vs_Fe_FL_O.tsv.gz	DESeq2
Ma_Rs_vs_Fe_FL_SF	atlas	condition	Fe_FL_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_FL_SF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_HL_BF	atlas	condition	Fe_HL_BF	Ma_Rs	DE_Ma_Rs_vs_Fe_HL_BF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_HL_O	atlas	condition	Fe_HL_O	Ma_Rs	DE_Ma_Rs_vs_Fe_HL_O.tsv.gz	DESeq2
Ma_Rs_vs_Fe_HL_SF	atlas	condition	Fe_HL_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_HL_SF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_ML_O	atlas	condition	Fe_ML_O	Ma_Rs	DE_Ma_Rs_vs_Fe_ML_O.tsv.gz	DESeq2
Ma_Rs_vs_Fe_ML_SF	atlas	condition	Fe_ML_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_ML_SF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_Os_SF	atlas	condition	Fe_Os_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_Os_SF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_Ov_O	atlas	condition	Fe_Ov_O	Ma_Rs	DE_Ma_Rs_vs_Fe_Ov_O.tsv.gz	DESeq2
Ma_Rs_vs_Fe_Ov_SF	atlas	condition	Fe_Ov_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_Ov_SF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_Pa_SF	atlas	condition	Fe_Pa_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_Pa_SF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_Rs_BF	atlas	condition	Fe_Rs_BF	Ma_Rs	DE_Ma_Rs_vs_Fe_Rs_BF.tsv.gz	DESeq2
Ma_Rs_vs_Fe_Rs_SF	atlas	condition	Fe_Rs_SF	Ma_Rs	DE_Ma_Rs_vs_Fe_Rs_SF.tsv.gz	DESeq2
Ma_Rs_vs_Ma_An	atlas	condition	Ma_An	Ma_Rs	DE_Ma_Rs_vs_Ma_An.tsv.gz	DESeq2
Ma_Rs_vs_Ma_At	atlas	condition	Ma_At	Ma_Rs	DE_Ma_Rs_vs_Ma_At.tsv.gz	DESeq2
Ma_Rs_vs_Ma_Br	atlas	condition	Ma_Br	Ma_Rs	DE_Ma_Rs_vs_Ma_Br.tsv.gz	DESeq2
Ma_Rs_vs_Ma_FL	atlas	condition	Ma_FL	Ma_Rs	DE_Ma_Rs_vs_Ma_FL.tsv.gz	DESeq2
Ma_Rs_vs_Ma_HL	atlas	condition	Ma_HL	Ma_Rs	DE_Ma_Rs_vs_Ma_HL.tsv.gz	DESeq2
Ma_Rs_vs_Ma_ML	atlas	condition	Ma_ML	Ma_Rs	DE_Ma_Rs_vs_Ma_ML.tsv.gz	DESeq2
